seq;timestamp_ms;red;ir;red_corrected;ir_corrected
208;139236;40609;100977;14.2241803521;60.9478070118
209;139257;40609;100980;14.4609953694;63.3472555737
210;139282;40608;100995;13.0258175148;78.3335422698
211;139295;40606;100986;10.936416424;69.0527277391
212;139310;40619;100984;24.1603716497;66.5678062962
213;139340;40611;101004;16.6751101532;86.0795988897
214;139354;40605;100992;10.2979968052;73.8891208808
215;139375;40608;101006;12.7623573674;87.495223135
216;139396;40615;100991;20.2942285068;71.6800623121
217;139417;40621;101000;26.1676318733;80.3744343387
218;139438;40618;101010;22.6558528733;90.1860345489
219;139468;40627;101001;31.4683150714;80.6616620152
220;139490;40612;101010;15.9544079332;89.1733312866
221;139503;40619;101018;23.029957734;96.651988865
222;139514;40618;101008;22.0251720824;86.2897133153
223;139535;40632;101016;36.1853432579;93.6124844947
224;139557;40624;101028;27.4099737964;105.1671851575
225;139577;40617;101021;20.0121167942;97.8251767778
226;139605;40625;101023;28.2186764546;99.1834258412
227;139631;40630;101036;33.0384097912;111.5186280365
228;139648;40560;101045;-36.6758300161;119.9682536204
229;139663;40629;101031;31.8754633837;105.5706081582
230;139674;40622;101045;24.7908208475;118.967062753
231;139694;40628;101030;30.3962675594;103.3936271933
232;139715;40625;101037;27.0372379124;109.9061849145
233;139737;40617;101059;18.7703499571;130.9470779879
234;139758;40628;101043;30.0633262801;114.3338249779
235;139779;40630;101044;31.9302935917;114.8657614908
236;139801;40624;101045;25.528926844;115.4459972999
237;139823;40627;101044;28.7948787934;113.8052218716
238;139843;40626;101067;27.9305666472;135.9869999132
239;139863;40623;101062;25.014214121;130.1151703122
240;139874;40621;101075;22.9208278559;142.3445263673
241;139895;40628;101028;29.41097939;94.9343062431
242;139930;40641;101028;41.8070917428;94.704611652
243;139949;40620;101020;20.9353175876;86.1737185149
244;139969;40626;101038;26.9094222779;103.3491932469
245;139980;40621;101036;21.7389247719;100.7016160897
246;140001;40627;101043;26.8567667924;107.4743511832
247;140021;40633;101050;32.2326840454;114.3233258842
248;140045;40636;101042;35.4598787511;105.4212628063
249;140067;40658;101031;57.0627766403;93.7217116104
250;140087;40655;101039;53.5763891374;101.3593591816
251;140099;40646;101055;44.3411320222;116.8618864876
252;140120;40642;101059;40.7908463341;120.3988970082
253;140142;40640;101061;38.3853664512;121.6430069871
254;140162;40636;101054;34.3833655026;113.9273448336
255;140183;40672;101071;70.0632909171;130.2704106597
256;140207;40650;101108;47.6141857141;166.6091018967
257;140229;40636;101080;33.2188187495;137.8758831904
258;140248;40660;101066;57.3977404306;123.0733230674
259;140259;40639;101066;36.1951810607;122.4156402367
260;140280;40632;101071;28.5480597322;127.0008335137
261;140301;40640;101082;36.8514108709;137.491875388
262;140322;40636;101085;32.7264599733;139.2181813719
263;140344;40644;101071;40.755116054;124.7307658131
264;140361;40635;101097;30.9454835363;150.2541331866
265;140382;40651;101088;46.2969858996;140.6699633667
266;140395;40643;101087;38.312277462;138.7975693798
267;140417;40633;101090;28.741949304;140.7691531019
268;140440;40659;101071;54.1732442928;121.493474017
269;140464;40638;101078;33.2742421264;127.5097324293
270;140475;40661;101074;55.9252215419;122.8407013903
271;140498;40654;101074;47.9019067668;122.6038425689
272;140526;40647;101076;40.7865035161;123.86573256
273;140545;40647;101082;40.9030759047;129.0019429783
274;140556;40638;101075;31.8877143677;121.3354638555
275;140579;40652;101087;45.5702759967;132.8096286881
276;140602;40652;101096;45.1879194783;141.3081279168
277;140614;40638;101076;31.0587836644;120.5969903701
278;140642;40641;101074;34.0212774286;117.7485567097
279;140659;40645;101075;37.9076766313;118.1360164954
280;140687;40647;101072;39.7906169218;114.6672100057
281;140697;40659;101085;51.3616104709;127.0349475303
282;140720;40627;101072;19.6241040924;113.5898847475
283;140742;40642;101055;34.0323947887;96.0866769427
284;140765;40643;101072;35.1708652859;112.4782650406
285;140777;40655;101054;46.8001292953;93.9187883709
286;140809;40653;101061;44.5858756989;100.4943701702
287;140816;40636;101088;27.3222619927;126.9235776898
288;140836;40694;101061;84.8116687305;99.381870625
289;140863;40647;101060;37.6192659352;97.6181280761
290;140883;40643;101055;33.5459813216;92.2434097798
291;140905;40653;101071;43.7045974945;107.979356878
292;140915;40672;101061;61.9945114701;97.5579838186
293;140945;40652;101069;42.2260741873;104.792760031
294;140959;40648;101086;37.8053122054;121.2152620201
295;140979;40671;101057;60.1500010273;91.8296612812
296;141003;40653;101073;42.0333279116;107.3229528201
297;141025;40658;101068;46.6933991135;101.6648858829
298;141036;40667;101107;55.5369940322;139.9568774167
299;141058;40665;101068;53.3433078431;100.6198915956
300;141087;40657;101078;45.6125465266;109.9380917377
301;141101;40650;101080;38.2963364922;111.1336012851
302;141119;40654;101086;41.7294583896;116.6506805836
303;141139;40667;101078;53.4867177369;108.3447354286
304;141165;40662;101086;47.7078306607;115.7743975397
305;141187;40664;101077;50.8076259263;105.9435614291
306;141197;40658;101067;44.8292349606;95.4504116444
307;141219;40671;101091;57.1959976303;119.2347879029
308;141236;40667;101086;53.1470009474;113.4695112279
309;141261;40669;101097;54.7041281306;123.6169836155
310;141283;40668;101101;53.4884586699;127.0597286722
311;141296;40659;101090;44.5356051326;115.6285102656
312;141320;40660;101094;45.7949544976;118.7377475823
313;141342;40660;101103;45.286581023;127.0778116926
314;141363;40658;101107;42.2915471733;131.0409373791
315;141387;40663;101115;47.0226023203;137.8656531695
316;141400;40669;101101;52.4338585328;123.0910906921
317;141412;40663;101101;46.372967432;122.3874625619
318;141432;40677;101102;59.8687046636;122.9652100653
319;141464;40676;101118;58.6416227618;138.2929143995
320;141485;40673;101127;55.7659966682;146.4590685126
321;141505;40661;101083;43.3937975259;102.2487399952
322;141525;40661;101077;43.5394203104;95.7772183904
323;141550;40674;101047;56.7591205866;65.276799072
324;141564;40673;101040;55.7032764728;57.8835823542
325;141580;40661;101083;43.2994631709;100.4356559413
326;141608;40671;101096;52.2891682053;113.001017875
327;141620;40673;101071;54.0088273383;87.6079476965
328;141645;40633;101081;14.6065756882;97.1864535248
329;141667;40660;101020;40.2283824698;35.5894674804
330;141684;40649;101058;30.7736124935;73.2065985328
331;141706;40659;101060;39.6440294319;75.4185970333
332;141733;40651;101037;30.7905786413;52.1729508252
333;141743;40637;101034;16.7565217732;48.6630482501
334;141765;40679;101041;58.5181074108;54.8907178647
335;141785;40639;101039;18.4624266323;53.108974177
336;141805;40648;101051;28.0184601266;65.2315126083
337;141816;40650;101060;29.7809514666;73.7437174316
338;141839;40653;101025;32.3305652677;38.2297643632
339;141857;40644;101023;23.265398362;35.8406746099
340;141876;40658;101036;37.3887786422;48.710697932
341;141910;40646;101033;25.456048528;45.6896295864
342;141920;40656;101029;35.4777161662;41.3108145022
343;141940;40654;101012;33.6149110899;24.0779461353
344;141967;40653;101029;31.8285627432;41.0845858748
345;141978;40633;101016;11.8621859398;27.9049254915
346;142001;40644;101010;22.6913044999;21.5600047895
347;142034;40648;101021;26.3691031923;32.4646320944
348;142050;40641;101020;18.8089078939;31.4807316482
349;142062;40647;100980;24.4594680937;-8.675984236
350;142082;40638;101016;16.1122542395;26.9012796797
351;142102;40646;101009;22.9871593772;19.744132186
352;142122;40660;101013;36.1302538702;23.7406355281
353;142144;40642;101025;17.7131969016;35.8748309989
354;142166;40638;101018;13.8008661794;28.7268262174
355;142185;40631;101014;7.3745350366;24.3361987247
356;142196;40659;101025;35.6734702779;35.2409688768
357;142218;40657;101039;33.0242850939;49.1178836772
358;142239;40644;101034;20.154878123;43.9180355141
359;142260;40650;101013;26.5200528947;22.6088345798
360;142281;40646;101024;22.7947531341;33.3694806073
361;142296;40664;101033;40.6838322354;42.3375918815
362;142322;40662;101011;38.5895873465;20.2412095495
363;142351;40660;101012;35.990772578;21.1236666268
364;142365;40670;101023;45.6275685808;31.8157979299
365;142386;40667;101012;42.1004137465;20.6440167264
366;142397;40650;100972;24.5977404232;-19.2395543029
367;142418;40642;101021;17.4160145862;29.7062128022
368;142444;40652;101004;26.3333115918;12.8995287876
369;142456;40662;101011;36.1393918636;19.598676021
370;142476;40661;101017;35.0448230171;25.0621241304
371;142507;40669;101021;42.5275578412;29.3101651301
372;142519;40662;101029;35.1985714596;37.2822496695
373;142541;40659;101031;32.2375399087;38.6842138661
374;142562;40660;101029;33.1803613118;35.9815981505
375;142591;40659;101035;30.6432946049;42.4125071981
376;142609;40660;101038;32.2746014607;45.0236559839
377;142620;40675;101034;47.4290268168;40.7008513689
378;142640;40677;101042;48.7939505814;48.2609208875
379;142667;40658;101046;30.1780107489;52.2656411182
380;142678;40666;101053;37.8598416693;59.0689489599
381;142698;40665;101040;36.4664113225;45.5629821711
382;142720;40668;101045;39.3537724373;50.4085637133
383;142755;40663;101042;34.2771582622;47.2030022669
384;142759;40643;101047;14.1805346581;51.9250995153
385;142779;40653;101031;23.6872333702;35.6341750254
386;142806;40673;101043;43.7300872602;47.3058973062
387;142817;40652;101058;22.6503864368;61.9998329805
388;142839;40680;101055;50.0542783143;58.9529589578
389;142862;40653;101055;22.8377702655;58.6408909069
390;142885;40674;101056;43.4625497403;58.9486020236
391;142902;40664;101046;33.4049030065;48.7219262384
392;142921;40667;101055;36.282370621;57.7147360532
393;142948;40676;101045;44.8719982947;47.5107254174
394;142960;40670;101051;38.630137717;53.0281638681
395;142982;40670;101053;39.0378391023;54.7983443751
396;143003;40666;101038;34.5829859132;39.7610334706
397;143024;40662;101063;30.5202350824;64.3268642215
398;143038;40666;101054;34.1300211752;54.8937963587
399;143062;40674;101050;41.4925858299;50.7304921594
400;143089;40674;101071;41.8252683122;71.3645722258
401;143109;40668;101071;35.7680078447;70.9276088676
402;143128;40690;101071;57.3491346187;70.5137995672
403;143140;40725;101066;91.9693356549;65.2231203061
404;143161;40671;101049;36.8997528643;48.0813461618
405;143174;40677;101046;43.0586206831;44.8008533641
406;143205;40680;101034;45.8431609969;32.6795644374
407;143235;40676;101030;41.9304143748;28.3753688639
408;143247;40669;101030;34.8662968686;28.3007974806
409;143258;40689;101038;54.3859211351;36.3226544686
410;143280;40667;101032;31.9052606311;30.0678786412
411;143301;40676;101021;41.3400038762;18.6479791406
412;143322;40671;101001;35.7712563535;-1.161217552
413;143340;40659;101019;23.4675129198;17.05050531
414;143356;40663;101010;27.1131850614;7.9931830798
415;143376;40687;101024;51.1295170549;21.4722614472
416;143404;40653;101024;17.105540483;21.4672053017
417;143427;40668;101007;31.5793804377;4.8835996863
418;143438;40659;101025;22.726987991;22.719695301
419;143461;40675;101023;38.8296230154;20.0242541985
420;143487;40669;101018;32.150460604;15.2584267073
421;143504;40671;101017;34.1534773831;14.2498252145
422;143526;40687;101024;49.9990677756;21.0054859982
423;143547;40669;101005;31.7360297052;1.9030979664
424;143562;40677;101042;39.84732693;38.5872340425
425;143585;40663;101024;25.2010063688;20.6648905477
426;143599;40682;101018;44.3140299928;14.7750570773
427;143626;40671;101021;32.6264220074;17.6391433316
428;143639;40688;101019;49.644647307;15.2936026631
429;143659;40675;101024;36.7577022909;20.1208941241
430;143687;40676;101026;36.9256875126;22.4129776871
431;143710;40673;101017;34.3572468425;13.213958498
432;143723;40679;100978;40.1265437469;-25.7093484517
433;143748;40671;101017;31.8284687872;13.3102453765
434;143761;40670;101026;30.7596543806;21.960885631
435;143786;40668;101020;28.612100044;15.8201375901
436;143802;40668;101027;28.3615317389;23.0023753017
437;143824;40662;101035;22.2440400396;31.0670068628
438;143845;40685;101030;44.3535879877;25.583454643
439;143859;40680;101026;39.6727314736;21.1222563429
440;143880;40671;101033;30.4896585853;28.0787759013
441;143903;40679;101018;37.6209548595;13.6578443241
442;143935;40685;101023;44.4459476864;17.7338087335
443;143941;40698;101019;57.2078251767;13.6455780127
444;143961;40648;101011;6.8931032732;6.0028846772
445;143981;40670;101017;28.5794285191;12.0476475699
446;144001;40688;101008;46.2873495275;2.8550157063
447;144025;40673;101000;31.4699993613;-5.1583467886
448;144046;40666;100989;23.9317587402;-15.8839111309
449;144059;40653;101013;11.1545087461;7.9442239428
450;144091;40659;100989;16.4521231015;-15.8196640395
451;144101;40676;100975;33.197821906;-29.7152431016
452;144126;40675;100983;32.0247132832;-21.7843333822
453;144151;40668;100980;25.228188476;-24.6106573618
454;144164;40666;100984;23.1179815177;-20.4763703662
455;144185;40669;100984;25.5385055425;-20.540592349
456;144199;40696;101000;53.134380021;-4.6142295294
457;144221;40668;100998;23.9889996136;-6.6521458956
458;144250;40682;101000;37.7675794565;-3.9762734179
459;144275;40678;100999;33.7866331119;-5.4797218771
460;144286;40673;101004;28.7921486609;-0.7698562731
461;144306;40662;100983;17.7470361068;-21.5166998248
462;144322;40670;100998;25.5909777684;-6.1367133215
463;144350;40671;100996;26.5687782616;-8.0755216314
464;144361;40673;100997;28.4542776907;-7.3317722584
465;144388;40676;100997;30.6880544692;-7.4750336471
466;144400;40685;100976;39.5519434173;-28.1574942333
467;144427;40665;100980;19.8495215201;-23.9213181119
468;144454;40689;100989;43.9267089594;-15.1586774619
469;144466;40673;101009;27.5640614608;4.7311776977
470;144489;40669;100998;23.3646838993;-5.7641842203
471;144502;40665;100993;18.9225648162;-10.6472236746
472;144527;40674;101006;28.3693313565;1.9905025037
473;144549;40670;100992;23.8286342751;-11.8647455851
474;144575;40667;100999;20.5918775309;-4.7937719844
475;144582;40675;100995;28.4687080784;-8.7627817356
476;144602;40669;100995;22.6266587641;-8.8126292308
477;144630;40674;100993;27.4447517316;-10.8341940105
478;144640;40694;100999;46.9311376922;-4.8074113968
479;144666;40669;101004;21.9479459998;0.4346769672
480;144695;40679;101006;31.2837366309;2.3225695928
481;144702;40708;101011;59.8801956536;7.2228245313
482;144722;40681;100996;33.0393568629;-7.9022643043
483;144749;40670;101004;21.7591375915;0.2601880775
484;144762;40668;101006;19.5279461236;2.3663795575
485;144782;40667;101014;18.6722747173;10.3813814737
486;144805;40679;101000;30.9470355035;-4.0270352858
487;144831;40674;101013;25.6230866682;9.1608658287
488;144848;40671;101028;22.7764072737;24.2037249945
489;144860;40682;100993;33.6849572082;-10.7722225958
490;144880;40669;100974;20.5807046181;-29.6921970006
491;144918;40672;100978;23.2828871373;-25.6536655288
492;144929;40674;100965;25.0375846711;-38.4894205011
493;144939;40662;100964;12.9110857984;-39.3545757088
494;144966;40674;100956;23.940409822;-47.0508399813
495;144987;40673;100956;23.1098219454;-46.6663621449
496;145004;40670;100962;20.1977816465;-40.5013156565
497;145019;40666;100975;16.0785856168;-27.5545255215
498;145039;40667;100959;17.7313772955;-43.376326845
499;145062;40662;100976;11.6897532074;-26.2398335442
500;145086;40678;100974;28.05939366;-27.7185880944
501;145099;40679;100978;28.6105297687;-23.8091796657
502;145123;40676;100969;25.7539651793;-32.9202784729
503;145145;40688;100990;37.62397572;-11.8561532553
504;145159;40682;100982;31.2723255359;-19.8137886206
505;145196;40669;100969;17.6816567921;-32.3109497015
506;145210;40673;100964;21.9322996874;-37.1578734664
507;145220;40662;100974;11.0441018305;-27.1222591645
508;145244;40669;100989;18.0250254892;-12.3354453253
509;145264;40677;100987;25.7461995599;-14.3775495037
510;145284;40684;100991;32.4339980821;-10.0356129529
511;145307;40687;100980;35.3759859344;-20.7438433856
512;145327;40692;100997;40.3410601607;-4.0108859765
513;145354;40677;100986;25.1012713351;-15.0555131922
514;145368;40674;100976;21.915237909;-24.7525412579
515;145390;40687;100988;34.2854247812;-12.4787581583
516;145402;40680;100927;27.4003323328;-73.2868549261
517;145424;40668;100973;16.1886593476;-27.2565013033
518;145448;40671;100972;17.8573806566;-27.8404716228
519;145463;40676;100983;22.944568689;-16.8874371578
520;145491;40672;100976;18.748959342;-24.2114361576
521;145511;40680;100968;26.855133356;-31.9052065276
522;145521;40678;100968;24.3283215686;-31.5121637621
523;145544;40667;100987;13.7603091458;-12.1713824271
524;145567;40665;100971;11.7375783364;-28.6716664864
525;145579;40682;100987;28.1815576964;-12.4918124749
526;145599;40672;100981;17.6280238909;-18.3485217065
527;145632;40672;100963;18.0794689611;-36.0812230293
528;145654;40667;100985;12.9665122671;-13.8614622672
529;145669;40667;100982;12.8500385518;-16.8520874815
530;145683;40675;100971;21.0790170483;-28.082318235
531;145706;40673;100963;18.8808651673;-35.7342511042
532;145732;40669;100959;15.2669693973;-39.4697351495
533;145747;40682;100931;27.5984152448;-66.7206501521
534;145768;40664;100948;10.077902753;-50.0112798053
535;145786;40670;100953;16.2323086612;-45.0867943192
536;145806;40658;100946;3.4856229171;-51.3695646032
537;145829;40660;100956;5.2594816494;-41.20074574
538;145852;40634;100941;-20.9463521294;-55.9377434012
539;145862;40664;100966;8.9215517995;-30.8091254084
540;145885;40678;100935;23.2430306539;-61.588411599
541;145903;40666;100945;11.1440522199;-51.4024676924
542;145936;40660;100923;5.3683383369;-72.8948926582
543;145946;40676;100941;21.0967955244;-54.545806269
544;145968;40731;100956;75.7442896172;-39.271933101
545;145987;40657;100935;1.756089761;-60.0244251918
546;146011;40653;100942;-1.9756495556;-53.0531273561
547;146021;40662;100935;6.9878846957;-59.7696701976
